Date,Contract,High,Low,Average
2012-07-09,SN12,1679.5,1637.5,1658.5
2012-07-10,SN12,1672.25,1644.0,1658.125
2012-07-11,SQ12,1625.0,1553.0,1589.0
2012-07-12,SQ12,1589.0,1559.25,1574.125
2012-07-13,SQ12,1600.0,1571.5,1585.75
2012-07-16,SQ12,1636.0,1610.0,1623.0
2012-07-17,SQ12,1647.75,1616.75,1632.25
2012-07-18,SQ12,1685.5,1626.0,1655.75
2012-07-19,SQ12,1749.0,1677.5,1713.25
2012-07-20,SQ12,1777.75,1729.0,1753.375
2012-07-23,SQ12,1762.75,1687.5,1725.125
2012-07-24,SQ12,1706.25,1628.5,1667.375
2012-07-25,SQ12,1701.75,1618.0,1659.875
2012-07-26,SQ12,1697.0,1648.75,1672.875
2012-07-27,SQ12,1694.75,1641.0,1667.875
2012-07-30,SQ12,1727.25,1698.75,1713.0
2012-07-31,SQ12,1742.0,1711.5,1726.75
2012-08-01,SQ12,1736.0,1651.0,1693.5
2012-08-02,SQ12,1697.0,1635.75,1666.375
2012-08-03,SQ12,1669.5,1639.25,1654.375
2012-08-06,SQ12,1630.0,1606.75,1618.375
2012-08-07,SQ12,1627.5,1603.0,1615.25
2012-08-08,SQ12,1630.25,1602.0,1616.125
2012-08-09,SQ12,1695.0,1633.75,1664.375
2012-08-10,SU12,1699.75,1646.75,1673.25
2012-08-13,SU12,1679.5,1620.0,1649.75
2012-08-14,SU12,1635.0,1610.25,1622.625
2012-08-15,SU12,1661.5,1623.0,1642.25
2012-08-16,SU12,1672.75,1646.25,1659.5
2012-08-17,SU12,1673.0,1649.5,1661.25
2012-08-20,SU12,1705.0,1667.0,1686.0
2012-08-21,SU12,1754.75,1702.75,1728.75
2012-08-22,SU12,1755.5,1735.0,1745.25
2012-08-23,SU12,1764.75,1720.0,1742.375
2012-08-24,SU12,1749.25,1723.75,1736.5
2012-08-27,SU12,1765.5,1724.0,1744.75
2012-08-28,SU12,1742.0,1710.75,1726.375
2012-08-29,SU12,1764.75,1728.25,1746.5
2012-08-30,SU12,1780.75,1748.0,1764.375
2012-08-31,SU12,1771.0,1753.0,1762.0
2012-09-04,SU12,1794.75,1760.5,1777.625
2012-09-05,SU12,1771.5,1744.25,1757.875
2012-09-06,SU12,1751.75,1726.0,1738.875
2012-09-07,SU12,1747.5,1722.0,1734.75
2012-09-10,SU12,1732.0,1711.75,1721.875
2012-09-11,SU12,1715.75,1695.5,1705.625
2012-09-12,SX12,1750.0,1693.5,1721.75
2012-09-13,SX12,1750.0,1732.75,1741.375
2012-09-14,SX12,1765.75,1737.5,1751.625
2012-09-17,SX12,1736.25,1669.0,1702.625
2012-09-18,SX12,1669.0,1630.5,1649.75
2012-09-19,SX12,1675.75,1643.0,1659.375
2012-09-20,SX12,1686.0,1616.0,1651.0
2012-09-21,SX12,1639.0,1607.5,1623.25
2012-09-24,SX12,1626.0,1590.25,1608.125
2012-09-25,SX12,1625.5,1604.25,1614.875
2012-09-26,SX12,1613.25,1565.0,1589.125
2012-09-27,SX12,1584.0,1557.5,1570.75
2012-09-28,SX12,1613.75,1559.5,1586.625
2012-10-01,SX12,1600.0,1558.0,1579.0
2012-10-02,SX12,1561.25,1526.5,1543.875
2012-10-03,SX12,1543.75,1504.0,1523.875
2012-10-04,SX12,1568.75,1531.0,1549.875
2012-10-05,SX12,1569.5,1544.5,1557.0
2012-10-08,SX12,1561.0,1537.5,1549.25
2012-10-09,SX12,1574.0,1547.0,1560.5
2012-10-10,SX12,1550.0,1518.0,1534.0
2012-10-11,SX12,1568.0,1521.25,1544.625
2012-10-12,SX12,1553.5,1510.0,1531.75
2012-10-15,SX12,1520.0,1485.75,1502.875
2012-10-16,SX12,1514.75,1493.0,1503.875
2012-10-17,SX12,1511.25,1487.25,1499.25
2012-10-18,SX12,1547.75,1507.5,1527.625
2012-10-19,SX12,1555.75,1532.25,1544.0
2012-10-22,SX12,1558.5,1526.5,1542.5
2012-10-23,SX12,1555.0,1529.0,1542.0
2012-10-24,SX12,1574.75,1549.25,1562.0
2012-10-25,SX12,1574.5,1557.25,1565.875
2012-10-26,SX12,1566.75,1552.5,1559.625
2012-10-29,SX12,1561.0,1524.0,1542.5
2012-10-30,SX12,1548.25,1525.75,1537.0
2012-10-31,SX12,1555.0,1531.5,1543.25
2012-11-01,SX12,1570.25,1546.75,1558.5
2012-11-02,SX12,1558.0,1524.75,1541.375
2012-11-05,SX12,1525.0,1503.5,1514.25
2012-11-06,SX12,1525.75,1505.75,1515.75
2012-11-07,SX12,1522.75,1500.25,1511.5
2012-11-08,SX12,1513.0,1499.0,1506.0
2012-11-09,SF13,1499.0,1450.0,1474.5
2012-11-12,SF13,1448.75,1402.0,1425.375
2012-11-13,SF13,1417.75,1391.25,1404.5
2012-11-14,SF13,1428.5,1407.25,1417.875
2012-11-15,SF13,1427.75,1401.0,1414.375
2012-11-16,SF13,1409.25,1372.25,1390.75
2012-11-19,SF13,1402.75,1385.5,1394.125
2012-11-20,SF13,1416.0,1380.75,1398.375
2012-11-21,SF13,1424.0,1399.25,1411.625
2012-11-23,SF13,1427.0,1414.5,1420.75
2012-11-26,SF13,1435.5,1416.75,1426.125
2012-11-27,SF13,1451.0,1423.0,1437.0
2012-11-28,SF13,1456.75,1440.0,1448.375
2012-11-29,SF13,1460.0,1441.25,1450.625
2012-11-30,SF13,1452.0,1429.0,1440.5
2012-12-03,SF13,1462.75,1442.0,1452.375
2012-12-04,SF13,1461.0,1436.0,1448.5
2012-12-05,SF13,1479.75,1453.5,1466.625
2012-12-06,SF13,1492.5,1473.25,1482.875
2012-12-07,SF13,1498.25,1470.0,1484.125
2012-12-10,SF13,1477.0,1453.0,1465.0
2012-12-11,SF13,1487.75,1464.25,1476.0
2012-12-12,SF13,1478.75,1457.25,1468.0
2012-12-13,SF13,1490.0,1465.0,1477.5
2012-12-14,SF13,1497.0,1474.25,1485.625
2012-12-17,SF13,1508.75,1492.5,1500.625
2012-12-18,SF13,1501.75,1462.5,1482.125
2012-12-19,SF13,1472.25,1433.0,1452.625
2012-12-20,SF13,1441.25,1402.75,1422.0
2012-12-21,SF13,1438.75,1408.5,1423.625
2012-12-24,SF13,1443.5,1428.5,1436.0
2012-12-26,SF13,1447.25,1421.25,1434.25
2012-12-27,SF13,1437.0,1415.75,1426.375
2012-12-28,SF13,1431.75,1417.5,1424.625
2012-12-31,SF13,1433.75,1409.5,1421.625
2013-01-02,SF13,1444.25,1398.5,1421.375
2013-01-03,SF13,1407.5,1386.25,1396.875
2013-01-04,SF13,1414.0,1378.0,1396.0
2013-01-07,SF13,1411.75,1381.0,1396.375
2013-01-08,SF13,1420.0,1405.0,1412.5
2013-01-09,SF13,1423.0,1409.25,1416.125
2013-01-10,SF13,1429.5,1414.5,1422.0
2013-01-11,SH13,1381.75,1351.5,1366.625
2013-01-14,SH13,1423.0,1376.5,1399.75
2013-01-15,SH13,1436.25,1408.0,1422.125
2013-01-16,SH13,1439.0,1412.25,1425.625
2013-01-17,SH13,1448.0,1422.25,1435.125
2013-01-18,SH13,1438.5,1421.0,1429.75
2013-01-22,SH13,1460.75,1436.0,1448.375
2013-01-23,SH13,1458.0,1432.0,1445.0
2013-01-24,SH13,1439.0,1415.0,1427.0
2013-01-25,SH13,1445.0,1426.0,1435.5
2013-01-28,SH13,1452.5,1434.75,1443.625
2013-01-29,SH13,1458.0,1441.0,1449.5
2013-01-30,SH13,1481.75,1447.0,1464.375
2013-01-31,SH13,1484.25,1455.0,1469.625
2013-02-01,SH13,1486.5,1463.75,1475.125
2013-02-04,SH13,1498.0,1475.5,1486.75
2013-02-05,SH13,1496.5,1478.0,1487.25
2013-02-06,SH13,1495.0,1477.0,1486.0
2013-02-07,SH13,1497.0,1478.0,1487.5
2013-02-08,SH13,1494.75,1451.0,1472.875
2013-02-11,SH13,1450.75,1429.25,1440.0
2013-02-12,SH13,1438.5,1417.0,1427.75
2013-02-13,SH13,1428.75,1404.5,1416.625
2013-02-14,SH13,1428.75,1406.0,1417.375
2013-02-15,SH13,1428.0,1415.0,1421.5
2013-02-19,SH13,1474.25,1432.25,1453.25
2013-02-20,SH13,1492.0,1466.5,1479.25
2013-02-21,SH13,1494.5,1470.5,1482.5
2013-02-22,SH13,1516.5,1459.5,1488.0
2013-02-25,SH13,1470.25,1438.5,1454.375
2013-02-26,SH13,1459.0,1436.25,1447.625
2013-02-27,SH13,1466.5,1441.5,1454.0
2013-02-28,SH13,1487.75,1454.0,1470.875
2013-03-01,SH13,1478.5,1453.75,1466.125
2013-03-04,SH13,1492.25,1460.0,1476.125
2013-03-05,SH13,1511.0,1488.5,1499.75
2013-03-06,SH13,1503.25,1482.0,1492.625
2013-03-07,SH13,1503.5,1480.5,1492.0
2013-03-08,SK13,1484.75,1450.25,1467.5
2013-03-11,SK13,1484.0,1467.25,1475.625
2013-03-12,SK13,1480.5,1465.0,1472.75
2013-03-13,SK13,1468.75,1440.25,1454.5
2013-03-14,SK13,1450.0,1429.0,1439.5
2013-03-15,SK13,1445.25,1422.5,1433.875
2013-03-18,SK13,1425.25,1404.25,1414.75
2013-03-19,SK13,1418.75,1403.0,1410.875
2013-03-20,SK13,1422.0,1406.25,1414.125
2013-03-21,SK13,1451.5,1419.5,1435.5
2013-03-22,SK13,1448.75,1433.0,1440.875
2013-03-25,SK13,1445.5,1430.5,1438.0
2013-03-26,SK13,1449.5,1434.0,1441.75
2013-03-27,SK13,1457.75,1443.5,1450.625
2013-03-28,SK13,1459.75,1397.0,1428.375
2013-04-01,SK13,1408.25,1386.25,1397.25
2013-04-02,SK13,1405.75,1386.0,1395.875
2013-04-03,SK13,1397.25,1375.5,1386.375
2013-04-04,SK13,1383.75,1361.0,1372.375
2013-04-05,SK13,1373.5,1354.5,1364.0
2013-04-08,SK13,1380.0,1356.25,1368.125
2013-04-09,SK13,1397.0,1375.5,1386.25
2013-04-10,SK13,1409.75,1385.5,1397.625
2013-04-11,SK13,1406.25,1382.5,1394.375
2013-04-12,SK13,1419.0,1399.5,1409.25
2013-04-15,SK13,1419.75,1393.75,1406.75
2013-04-16,SK13,1417.0,1389.0,1403.0
2013-04-17,SK13,1429.75,1406.0,1417.875
2013-04-18,SK13,1441.5,1419.0,1430.25
2013-04-19,SK13,1441.0,1422.0,1431.5
2013-04-22,SK13,1426.75,1408.0,1417.375
2013-04-23,SK13,1430.0,1417.0,1423.5
2013-04-24,SK13,1426.0,1402.0,1414.0
2013-04-25,SK13,1424.75,1403.5,1414.125
2013-04-26,SK13,1432.0,1417.25,1424.625
2013-04-29,SK13,1475.0,1425.0,1450.0
2013-04-30,SK13,1488.75,1464.0,1476.375
2013-05-01,SK13,1466.25,1429.25,1447.75
2013-05-02,SK13,1454.25,1435.75,1445.0
2013-05-03,SK13,1471.0,1440.0,1455.5
2013-05-06,SK13,1469.0,1442.0,1455.5
2013-05-07,SK13,1464.0,1445.0,1454.5
2013-05-08,SK13,1485.0,1461.5,1473.25
2013-05-09,SK13,1500.25,1475.25,1487.75
2013-05-10,SN13,1419.5,1390.0,1404.75
2013-05-13,SN13,1423.0,1393.5,1408.25
2013-05-14,SN13,1426.0,1405.0,1415.5
2013-05-15,SN13,1422.75,1402.25,1412.5
2013-05-16,SN13,1431.0,1408.25,1419.625
2013-05-17,SN13,1449.25,1424.0,1436.625
2013-05-20,SN13,1466.0,1443.25,1454.625
2013-05-21,SN13,1479.25,1456.0,1467.625
2013-05-22,SN13,1494.75,1470.5,1482.625
2013-05-23,SN13,1546.75,1487.5,1517.125
2013-05-24,SN13,1505.75,1471.25,1488.5
2013-05-28,SN13,1528.5,1472.5,1500.5
2013-05-29,SN13,1519.0,1490.0,1504.5
2013-05-30,SN13,1507.5,1487.0,1497.25
2013-05-31,SN13,1523.0,1494.25,1508.625
2013-06-03,SN13,1540.75,1509.0,1524.875
2013-06-04,SN13,1533.0,1518.0,1525.5
2013-06-05,SN13,1549.0,1523.25,1536.125
2013-06-06,SN13,1534.25,1519.25,1526.75
2013-06-07,SN13,1542.0,1521.25,1531.625
2013-06-10,SN13,1527.0,1502.5,1514.75
2013-06-11,SN13,1544.0,1514.75,1529.375
2013-06-12,SN13,1558.75,1530.5,1544.625
2013-06-13,SN13,1543.5,1506.5,1525.0
2013-06-14,SN13,1522.0,1506.0,1514.0
2013-06-17,SN13,1519.5,1490.0,1504.75
2013-06-18,SN13,1530.0,1510.0,1520.0
2013-06-19,SN13,1527.0,1505.25,1516.125
2013-06-20,SN13,1522.0,1495.75,1508.875
2013-06-21,SN13,1505.75,1488.75,1497.25
2013-06-24,SN13,1514.0,1485.5,1499.75
2013-06-25,SN13,1527.75,1507.0,1517.375
2013-06-26,SN13,1535.0,1516.5,1525.75
2013-06-27,SN13,1550.75,1530.25,1540.5
2013-06-28,SN13,1574.5,1538.0,1556.25
2013-07-01,SN13,1604.25,1560.0,1582.125
2013-07-02,SN13,1584.75,1565.0,1574.875
2013-07-03,SN13,1593.0,1572.75,1582.875
2013-07-05,SN13,1595.0,1584.75,1589.875
2013-07-08,SN13,1616.25,1585.0,1600.625
2013-07-09,SN13,1630.0,1607.0,1618.5
2013-07-10,SN13,1627.25,1585.0,1606.125
2013-07-11,SQ13,1476.5,1460.0,1468.25
2013-07-12,SQ13,1478.0,1427.0,1452.5
2013-07-15,SQ13,1458.0,1419.5,1438.75
2013-07-16,SQ13,1488.0,1453.0,1470.5
2013-07-17,SQ13,1482.0,1464.25,1473.125
2013-07-18,SQ13,1477.5,1458.5,1468.0
2013-07-19,SQ13,1492.75,1469.0,1480.875
2013-07-22,SQ13,1525.5,1487.0,1506.25
2013-07-23,SQ13,1526.25,1460.0,1493.125
2013-07-24,SQ13,1466.25,1392.5,1429.375
2013-07-25,SQ13,1396.5,1348.5,1372.5
2013-07-26,SQ13,1360.25,1330.5,1345.375
2013-07-29,SQ13,1370.5,1328.75,1349.625
2013-07-30,SQ13,1379.75,1347.75,1363.75
2013-07-31,SQ13,1375.5,1343.5,1359.5
2013-08-01,SQ13,1387.0,1354.5,1370.75
2013-08-02,SQ13,1370.0,1328.5,1349.25
2013-08-05,SQ13,1336.0,1318.5,1327.25
2013-08-06,SQ13,1335.0,1318.25,1326.625
2013-08-07,SQ13,1335.0,1313.75,1324.375
2013-08-08,SQ13,1358.0,1328.0,1343.0
2013-08-09,SQ13,1366.25,1340.0,1353.125
2013-08-12,SU13,1258.25,1217.25,1237.75
2013-08-13,SU13,1269.0,1252.5,1260.75
2013-08-14,SU13,1271.0,1243.25,1257.125
2013-08-15,SU13,1294.0,1271.0,1282.5
2013-08-16,SU13,1296.0,1282.5,1289.25
2013-08-19,SU13,1324.75,1295.0,1309.875
2013-08-20,SU13,1326.75,1304.0,1315.375
2013-08-21,SU13,1335.75,1304.25,1320.0
2013-08-22,SU13,1342.0,1316.5,1329.25
2013-08-23,SU13,1369.0,1325.75,1347.375
2013-08-26,SU13,1435.25,1382.25,1408.75
2013-08-27,SU13,1449.0,1412.0,1430.5
2013-08-28,SU13,1435.0,1408.5,1421.75
2013-08-29,SU13,1453.75,1421.25,1437.5
2013-08-30,SU13,1434.5,1414.25,1424.375
2013-09-03,SU13,1467.75,1431.0,1449.375
2013-09-04,SU13,1432.75,1389.0,1410.875
2013-09-05,SU13,1423.75,1380.25,1402.0
2013-09-06,SU13,1440.0,1422.0,1431.0
2013-09-09,SU13,1448.75,1402.75,1425.75
2013-09-10,SU13,1405.0,1386.25,1395.625
2013-09-11,SU13,1408.5,1400.0,1404.25
2013-09-12,SX13,1398.75,1341.25,1370.0
2013-09-13,SX13,1400.0,1380.75,1390.375
2013-09-16,SX13,1375.25,1342.75,1359.0
2013-09-17,SX13,1366.5,1332.0,1349.25
2013-09-18,SX13,1349.75,1335.0,1342.375
2013-09-19,SX13,1361.25,1331.25,1346.25
2013-09-20,SX13,1340.5,1311.75,1326.125
2013-09-23,SX13,1317.75,1305.5,1311.625
2013-09-24,SX13,1322.75,1305.25,1314.0
2013-09-25,SX13,1328.0,1306.5,1317.25
2013-09-26,SX13,1322.75,1311.25,1317.0
2013-09-27,SX13,1327.75,1311.5,1319.625
2013-09-30,SX13,1317.0,1281.0,1299.0
2013-10-01,SX13,1278.75,1263.5,1271.125
2013-10-02,SX13,1282.0,1263.75,1272.875
2013-10-03,SX13,1289.75,1271.0,1280.375
2013-10-04,SX13,1298.0,1280.0,1289.0
2013-10-07,SX13,1305.0,1288.5,1296.75
2013-10-08,SX13,1305.75,1283.75,1294.75
2013-10-09,SX13,1293.0,1281.25,1287.125
2013-10-10,SX13,1302.0,1285.5,1293.75
2013-10-11,SX13,1288.0,1266.0,1277.0
2013-10-14,SX13,1280.0,1261.75,1270.875
2013-10-15,SX13,1276.75,1264.25,1270.5
2013-10-16,SX13,1279.5,1266.0,1272.75
2013-10-17,SX13,1296.0,1274.75,1285.375
2013-10-18,SX13,1301.5,1287.5,1294.5
2013-10-21,SX13,1304.0,1288.5,1296.25
2013-10-22,SX13,1305.5,1292.0,1298.75
2013-10-23,SX13,1318.75,1296.75,1307.75
2013-10-24,SX13,1318.0,1306.0,1312.0
2013-10-25,SX13,1312.75,1299.25,1306.0
2013-10-28,SX13,1301.25,1270.25,1285.75
2013-10-29,SX13,1280.5,1268.0,1274.25
2013-10-30,SX13,1292.5,1279.0,1285.75
2013-10-31,SX13,1300.0,1279.5,1289.75
2013-11-01,SX13,1285.0,1265.0,1275.0
2013-11-04,SX13,1271.25,1260.0,1265.625
2013-11-05,SX13,1271.75,1255.0,1263.375
2013-11-06,SX13,1269.75,1258.5,1264.125
2013-11-07,SX13,1289.5,1262.5,1276.0
2013-11-08,SF14,1297.5,1261.75,1279.625
2013-11-11,SF14,1304.75,1288.25,1296.5
2013-11-12,SF14,1319.75,1295.5,1307.625
2013-11-13,SF14,1317.75,1307.5,1312.625
2013-11-14,SF14,1321.5,1305.0,1313.25
2013-11-15,SF14,1315.75,1278.0,1296.875
2013-11-18,SF14,1290.0,1276.5,1283.25
2013-11-19,SF14,1294.0,1268.25,1281.125
2013-11-20,SF14,1283.75,1270.25,1277.0
2013-11-21,SF14,1292.5,1275.25,1283.875
2013-11-22,SF14,1322.0,1290.5,1306.25
2013-11-25,SF14,1334.5,1309.25,1321.875
2013-11-26,SF14,1330.75,1316.75,1323.75
2013-11-27,SF14,1341.0,1318.25,1329.625
2013-11-29,SF14,1339.5,1327.0,1333.25
2013-12-02,SF14,1346.0,1319.25,1332.625
2013-12-03,SF14,1329.0,1311.25,1320.125
2013-12-04,SF14,1334.5,1311.5,1323.0
2013-12-05,SF14,1333.0,1316.0,1324.5
2013-12-06,SF14,1328.0,1316.5,1322.25
2013-12-09,SF14,1346.75,1324.5,1335.625
2013-12-10,SF14,1353.5,1330.5,1342.0
2013-12-11,SF14,1345.5,1334.5,1340.0
2013-12-12,SF14,1347.0,1318.5,1332.75
2013-12-13,SF14,1328.0,1312.25,1320.125
2013-12-16,SF14,1343.5,1319.0,1331.25
2013-12-17,SF14,1350.0,1328.5,1339.25
2013-12-18,SF14,1351.0,1323.25,1337.125
2013-12-19,SF14,1329.75,1315.75,1322.75
2013-12-20,SF14,1345.0,1321.5,1333.25
2013-12-23,SF14,1347.0,1327.0,1337.0
2013-12-24,SF14,1338.0,1325.0,1331.5
2013-12-26,SF14,1332.0,1316.75,1324.375
2013-12-27,SF14,1332.5,1318.75,1325.625
2013-12-30,SF14,1333.25,1319.25,1326.25
2013-12-31,SF14,1331.0,1309.0,1320.0
2014-01-02,SF14,1312.5,1280.25,1296.375
2014-01-03,SF14,1294.0,1281.75,1287.875
2014-01-06,SF14,1301.5,1290.0,1295.75
2014-01-07,SF14,1305.5,1287.25,1296.375
2014-01-08,SF14,1304.5,1292.25,1298.375
2014-01-09,SF14,1307.5,1296.25,1301.875
2014-01-10,SH14,1297.0,1271.5,1284.25
2014-01-13,SH14,1296.75,1266.5,1281.625
2014-01-14,SH14,1316.75,1288.5,1302.625
2014-01-15,SH14,1321.0,1303.25,1312.125
2014-01-16,SH14,1330.5,1311.0,1320.75
2014-01-17,SH14,1318.5,1305.5,1312.0
2014-01-21,SH14,1314.0,1280.0,1297.0
2014-01-22,SH14,1286.0,1272.0,1279.0
2014-01-23,SH14,1296.75,1275.25,1286.0
2014-01-24,SH14,1287.0,1263.5,1275.25
2014-01-27,SH14,1293.0,1279.0,1286.0
2014-01-28,SH14,1290.0,1277.5,1283.75
2014-01-29,SH14,1286.0,1266.0,1276.0
2014-01-30,SH14,1286.5,1260.0,1273.25
2014-01-31,SH14,1284.0,1271.5,1277.75
2014-02-03,SH14,1299.75,1278.5,1289.125
2014-02-04,SH14,1316.0,1291.0,1303.5
2014-02-05,SH14,1321.25,1305.0,1313.125
2014-02-06,SH14,1334.5,1314.75,1324.625
2014-02-07,SH14,1332.5,1320.0,1326.25
2014-02-10,SH14,1340.0,1318.5,1329.25
2014-02-11,SH14,1337.5,1312.5,1325.0
2014-02-12,SH14,1340.0,1322.0,1331.0
2014-02-13,SH14,1347.5,1322.5,1335.0
2014-02-14,SH14,1356.0,1336.75,1346.375
2014-02-18,SH14,1361.75,1335.5,1348.625
2014-02-19,SH14,1371.75,1351.0,1361.375
2014-02-20,SH14,1361.0,1343.75,1352.375
2014-02-21,SH14,1372.25,1351.5,1361.875
2014-02-24,SH14,1389.75,1369.25,1379.5
2014-02-25,SH14,1400.0,1377.0,1388.5
2014-02-26,SH14,1408.0,1392.25,1400.125
2014-02-27,SH14,1452.25,1392.0,1422.125
2014-02-28,SH14,1415.0,1384.75,1399.875
2014-03-03,SH14,1438.75,1401.0,1419.875
2014-03-04,SH14,1422.25,1404.0,1413.125
2014-03-05,SH14,1424.0,1407.0,1415.5
2014-03-06,SH14,1438.25,1418.75,1428.5
2014-03-07,SH14,1460.0,1435.25,1447.625
2014-03-10,SK14,1456.25,1414.0,1435.125
2014-03-11,SK14,1428.75,1410.75,1419.75
2014-03-12,SK14,1407.25,1365.5,1386.375
2014-03-13,SK14,1412.5,1380.75,1396.625
2014-03-14,SK14,1401.5,1379.5,1390.5
2014-03-17,SK14,1395.75,1375.5,1385.625
2014-03-18,SK14,1419.5,1384.5,1402.0
2014-03-19,SK14,1442.0,1416.5,1429.25
2014-03-20,SK14,1456.5,1422.25,1439.375
2014-03-21,SK14,1435.75,1405.25,1420.5
2014-03-24,SK14,1432.75,1393.25,1413.0
2014-03-25,SK14,1436.0,1416.0,1426.0
2014-03-26,SK14,1441.75,1420.75,1431.25
2014-03-27,SK14,1450.5,1430.5,1440.5
2014-03-28,SK14,1443.5,1428.25,1435.875
2014-03-31,SK14,1466.5,1423.0,1444.75
2014-04-01,SK14,1491.5,1460.5,1476.0
2014-04-02,SK14,1496.0,1456.0,1476.0
2014-04-03,SK14,1480.75,1458.25,1469.5
2014-04-04,SK14,1487.0,1463.0,1475.0
2014-04-07,SK14,1479.5,1459.5,1469.5
2014-04-08,SK14,1483.5,1462.0,1472.75
2014-04-09,SK14,1512.0,1481.5,1496.75
2014-04-10,SK14,1495.0,1476.25,1485.625
2014-04-11,SK14,1482.25,1460.75,1471.5
2014-04-14,SK14,1478.0,1461.25,1469.625
2014-04-15,SK14,1509.25,1473.5,1491.375
2014-04-16,SK14,1522.75,1499.5,1511.125
2014-04-17,SK14,1531.75,1504.0,1517.875
2014-04-21,SK14,1525.0,1486.0,1505.5
2014-04-22,SK14,1508.75,1477.25,1493.0
2014-04-23,SK14,1487.25,1466.75,1477.0
2014-04-24,SK14,1474.0,1464.0,1469.0
2014-04-25,SK14,1500.0,1472.0,1486.0
2014-04-28,SK14,1520.5,1499.25,1509.875
2014-04-29,SK14,1527.5,1503.75,1515.625
2014-04-30,SK14,1532.0,1516.0,1524.0
2014-05-01,SK14,1529.75,1472.5,1501.125
2014-05-02,SK14,1483.75,1465.0,1474.375
2014-05-05,SK14,1490.0,1471.25,1480.625
2014-05-06,SK14,1471.75,1451.5,1461.625
2014-05-07,SK14,1459.25,1443.75,1451.5
2014-05-08,SK14,1475.75,1451.0,1463.375
2014-05-09,SN14,1491.5,1453.0,1472.25
2014-05-12,SN14,1496.0,1462.5,1479.25
2014-05-13,SN14,1485.0,1460.5,1472.75
2014-05-14,SN14,1489.5,1467.0,1478.25
2014-05-15,SN14,1493.5,1462.5,1478.0
2014-05-16,SN14,1478.5,1461.5,1470.0
2014-05-19,SN14,1492.75,1456.25,1474.5
2014-05-20,SN14,1501.0,1468.5,1484.75
2014-05-21,SN14,1507.75,1467.5,1487.625
2014-05-22,SN14,1536.75,1503.0,1519.875
2014-05-23,SN14,1529.0,1512.25,1520.625
2014-05-27,SN14,1515.5,1486.5,1501.0
2014-05-28,SN14,1502.0,1482.75,1492.375
2014-05-29,SN14,1508.75,1493.25,1501.0
2014-05-30,SN14,1506.5,1491.0,1498.75
2014-06-02,SN14,1511.75,1478.25,1495.0
2014-06-03,SN14,1502.0,1475.0,1488.5
2014-06-04,SN14,1495.75,1475.75,1485.75
2014-06-05,SN14,1487.25,1460.0,1473.625
2014-06-06,SN14,1466.5,1456.0,1461.25
2014-06-09,SN14,1469.75,1452.0,1460.875
2014-06-10,SN14,1475.25,1454.25,1464.75
2014-06-11,SN14,1466.5,1444.5,1455.5
2014-06-12,SN14,1452.75,1410.0,1431.375
2014-06-13,SN14,1429.0,1411.0,1420.0
2014-06-16,SN14,1435.5,1417.5,1426.5
2014-06-17,SN14,1425.25,1395.75,1410.5
2014-06-18,SN14,1419.0,1393.5,1406.25
2014-06-19,SN14,1422.0,1406.0,1414.0
2014-06-20,SN14,1423.0,1402.25,1412.625
2014-06-23,SN14,1434.5,1404.5,1419.5
2014-06-24,SN14,1423.0,1407.0,1415.0
2014-06-25,SN14,1422.0,1411.25,1416.625
2014-06-26,SN14,1438.75,1415.0,1426.875
2014-06-27,SN14,1440.75,1425.75,1433.25
2014-06-30,SN14,1448.0,1380.5,1414.25
2014-07-01,SN14,1409.25,1380.0,1394.625
2014-07-02,SN14,1410.0,1392.5,1401.25
2014-07-03,SN14,1399.75,1387.0,1393.375
2014-07-07,SN14,1386.0,1358.0,1372.0
2014-07-08,SN14,1363.25,1325.5,1344.375
2014-07-09,SN14,1337.0,1314.0,1325.5
2014-07-10,SN14,1347.75,1326.0,1336.875
2014-07-11,SQ14,1238.25,1159.25,1198.75
2014-07-14,SQ14,1211.5,1189.0,1200.25
2014-07-15,SQ14,1195.0,1153.25,1174.125
2014-07-16,SQ14,1203.5,1180.5,1192.0
2014-07-17,SQ14,1200.0,1172.25,1186.125
2014-07-18,SQ14,1184.75,1171.25,1178.0
2014-07-21,SQ14,1185.0,1166.0,1175.5
2014-07-22,SQ14,1196.5,1172.75,1184.625
2014-07-23,SQ14,1204.75,1181.75,1193.25
2014-07-24,SQ14,1232.75,1199.0,1215.875
2014-07-25,SQ14,1214.5,1197.75,1206.125
2014-07-28,SQ14,1239.75,1217.0,1228.375
2014-07-29,SQ14,1242.25,1219.25,1230.75
2014-07-30,SQ14,1235.75,1215.0,1225.375
2014-07-31,SQ14,1231.25,1217.5,1224.375
2014-08-01,SQ14,1225.75,1210.75,1218.25
2014-08-04,SQ14,1235.75,1210.0,1222.875
2014-08-05,SQ14,1226.75,1215.5,1221.125
2014-08-06,SQ14,1237.25,1219.5,1228.375
2014-08-07,SQ14,1250.0,1234.75,1242.375
2014-08-08,SQ14,1285.0,1249.75,1267.375
2014-08-11,SQ14,1336.25,1281.0,1308.625
2014-08-12,SU14,1114.5,1079.25,1096.875
2014-08-13,SU14,1102.25,1078.25,1090.25
2014-08-14,SU14,1099.0,1071.25,1085.125
2014-08-15,SU14,1113.5,1090.75,1102.125
2014-08-18,SU14,1121.0,1099.0,1110.0
2014-08-19,SU14,1122.5,1106.5,1114.5
2014-08-20,SU14,1133.0,1114.0,1123.5
