Report Date,Commodity,Region,Attribute,Value,Unit
2000-04-11,"Oil, Soybeans",Major Exporters,Production,9.89,Million Metric Tons
2000-04-11,"Oil, Soybeans",Major Exporters,Imports,0.77,Million Metric Tons
2000-04-11,"Oil, Soybeans",Major Exporters,Total Use,4.64,Million Metric Tons
2000-04-11,"Oil, Soybeans",Major Exporters,Exports,5.99,Million Metric Tons
2000-04-11,"Oil, Soybeans",Major Exporters,Ending Stocks,0.82,Million Metric Tons
2000-04-11,"Oil, Soybeans",World,Beginning Stocks,2.3,Million Metric Tons
2000-04-11,"Oil, Soybeans",World,Production,24.4,Million Metric Tons
2000-04-11,"Oil, Soybeans",World,Imports,7.36,Million Metric Tons
2000-04-11,"Oil, Soybeans",World,Total Use,24.43,Million Metric Tons
2000-04-11,"Oil, Soybeans",World,Exports,7.35,Million Metric Tons
2000-04-11,"Oil, Soybeans",World,Ending Stocks,2.27,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Beginning Stocks,9.48,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Production,71.93,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Imports,0.08,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Crush,43.27,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Total Use,47.88,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Exports,25.31,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",United States,Ending Stocks,8.3,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Beginning Stocks,6.12,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Production,21.0,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Imports,0.5,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Crush,17.9,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Total Use,18.67,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Exports,4.0,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Argentina,Ending Stocks,4.95,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Beginning Stocks,6.3,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Production,30.5,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Imports,0.7,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Crush,21.4,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Total Use,23.6,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Exports,9.1,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",Brazil,Ending Stocks,4.8,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Beginning Stocks,24.3,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Production,154.66,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Imports,42.72,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Crush,135.16,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Total Use,158.33,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Exports,42.73,Million Metric Tons
2000-04-11,"OilSeed, Soybeans",World,Ending Stocks,20.58,Million Metric Tons
2000-04-11,Wheat,United States,Beginning Stocks,25.74,Million Metric Tons
2000-04-11,Wheat,United States,Production,62.66,Million Metric Tons
2000-04-11,Wheat,United States,Imports,2.45,Million Metric Tons
2000-04-11,Wheat,United States,Feed,8.85,Million Metric Tons
2000-04-11,Wheat,United States,Total Use,35.92,Million Metric Tons
2000-04-11,Wheat,United States,Exports,29.26,Million Metric Tons
2000-04-11,Wheat,United States,Ending Stocks,25.67,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Beginning Stocks,29.09,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Production,163.29,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Imports,25.18,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Feed,55.05,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Total Use,107.48,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Exports,83.98,Million Metric Tons
2000-04-11,Wheat,Major Exporters,Ending Stocks,26.09,Million Metric Tons
2000-04-11,Wheat,World,Beginning Stocks,135.78,Million Metric Tons
2000-04-11,Wheat,World,Production,586.96,Million Metric Tons
2000-04-11,Wheat,World,Imports,124.75,Million Metric Tons
2000-04-11,Wheat,World,Feed,105.94,Million Metric Tons
2000-04-11,Wheat,World,Total Use,596.94,Million Metric Tons
2000-04-11,Wheat,World,Exports,126.54,Million Metric Tons
2000-04-11,Wheat,World,Ending Stocks,125.79,Million Metric Tons
2000-05-12,Corn,United States,Beginning Stocks,45.32,Million Metric Tons
2000-05-12,Corn,United States,Production,247.41,Million Metric Tons
2000-05-12,Corn,United States,Imports,0.25,Million Metric Tons
2000-05-12,Corn,United States,Feed,144.15,Million Metric Tons
2000-05-12,Corn,United States,Total Use,194.32,Million Metric Tons
2000-05-12,Corn,United States,Exports,48.26,Million Metric Tons
2000-05-12,Corn,United States,Ending Stocks,50.4,Million Metric Tons
2000-05-12,Corn,Major Exporters,Beginning Stocks,2.46,Million Metric Tons
2000-05-12,Corn,Major Exporters,Production,26.0,Million Metric Tons
2000-05-12,Corn,Major Exporters,Imports,0.05,Million Metric Tons
2000-05-12,Corn,Major Exporters,Feed,8.9,Million Metric Tons
2000-05-12,Corn,Major Exporters,Total Use,15.0,Million Metric Tons
2000-05-12,Corn,Major Exporters,Exports,10.5,Million Metric Tons
2000-05-12,Corn,Major Exporters,Ending Stocks,3.01,Million Metric Tons
2000-05-12,Corn,World,Beginning Stocks,112.93,Million Metric Tons
2000-05-12,Corn,World,Production,614.93,Million Metric Tons
2000-05-12,Corn,World,Imports,77.0,Million Metric Tons
2000-05-12,Corn,World,Feed,426.97,Million Metric Tons
2000-05-12,Corn,World,Total Use,608.86,Million Metric Tons
2000-05-12,Corn,World,Exports,78.19,Million Metric Tons
2000-05-12,Corn,World,Ending Stocks,119.0,Million Metric Tons
2000-05-12,"Meal, Soybeans",United States,Beginning Stocks,0.3,Million Metric Tons
2000-05-12,"Meal, Soybeans",United States,Production,34.13,Million Metric Tons
2000-05-12,"Meal, Soybeans",United States,Imports,0.05,Million Metric Tons
2000-05-12,"Meal, Soybeans",United States,Total Use,28.03,Million Metric Tons
2000-05-12,"Meal, Soybeans",United States,Exports,6.17,Million Metric Tons
2000-05-12,"Meal, Soybeans",United States,Ending Stocks,0.27,Million Metric Tons
2000-05-12,"Meal, Soybeans",Major Exporters,Beginning Stocks,1.41,Million Metric Tons
2000-05-12,"Meal, Soybeans",Major Exporters,Production,34.92,Million Metric Tons
2000-05-12,"Meal, Soybeans",Major Exporters,Imports,0.1,Million Metric Tons
2000-05-12,"Meal, Soybeans",Major Exporters,Total Use,8.85,Million Metric Tons
2000-05-12,"Meal, Soybeans",Major Exporters,Exports,26.22,Million Metric Tons
2000-05-12,"Meal, Soybeans",Major Exporters,Ending Stocks,1.35,Million Metric Tons
2000-05-12,"Meal, Soybeans",World,Beginning Stocks,4.5,Million Metric Tons
2000-05-12,"Meal, Soybeans",World,Production,107.34,Million Metric Tons
2000-05-12,"Meal, Soybeans",World,Imports,38.51,Million Metric Tons
2000-05-12,"Meal, Soybeans",World,Total Use,107.39,Million Metric Tons
2000-05-12,"Meal, Soybeans",World,Exports,38.7,Million Metric Tons
2000-05-12,"Meal, Soybeans",World,Ending Stocks,4.26,Million Metric Tons
2000-05-12,"Oil, Soybeans",United States,Beginning Stocks,0.69,Million Metric Tons
2000-05-12,"Oil, Soybeans",United States,Production,8.14,Million Metric Tons
2000-05-12,"Oil, Soybeans",United States,Imports,0.04,Million Metric Tons
2000-05-12,"Oil, Soybeans",United States,Total Use,7.37,Million Metric Tons
2000-05-12,"Oil, Soybeans",United States,Exports,0.64,Million Metric Tons
2000-05-12,"Oil, Soybeans",United States,Ending Stocks,0.86,Million Metric Tons
2000-05-12,"Oil, Soybeans",Major Exporters,Beginning Stocks,0.78,Million Metric Tons
2000-05-12,"Oil, Soybeans",Major Exporters,Production,9.92,Million Metric Tons
2000-05-12,"Oil, Soybeans",Major Exporters,Imports,0.77,Million Metric Tons
2000-05-12,"Oil, Soybeans",Major Exporters,Total Use,4.6,Million Metric Tons
2000-05-12,"Oil, Soybeans",Major Exporters,Exports,6.07,Million Metric Tons
2000-05-12,"Oil, Soybeans",Major Exporters,Ending Stocks,0.8,Million Metric Tons
2000-05-12,"Oil, Soybeans",World,Beginning Stocks,2.28,Million Metric Tons
2000-05-12,"Oil, Soybeans",World,Production,24.53,Million Metric Tons
2000-05-12,"Oil, Soybeans",World,Imports,7.34,Million Metric Tons
2000-05-12,"Oil, Soybeans",World,Total Use,24.5,Million Metric Tons
2000-05-12,"Oil, Soybeans",World,Exports,7.39,Million Metric Tons
2000-05-12,"Oil, Soybeans",World,Ending Stocks,2.26,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Beginning Stocks,9.48,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Production,71.93,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Imports,0.08,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Crush,43.14,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Total Use,47.74,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Exports,25.58,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",United States,Ending Stocks,8.17,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Beginning Stocks,6.12,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Production,21.0,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Imports,0.5,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Crush,17.8,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Total Use,18.57,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Exports,4.1,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Argentina,Ending Stocks,4.95,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Beginning Stocks,6.3,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Production,31.0,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Imports,0.7,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Crush,21.7,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Total Use,23.9,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Exports,9.3,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",Brazil,Ending Stocks,4.8,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Beginning Stocks,24.4,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Production,155.14,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Imports,43.36,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Crush,136.06,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Total Use,159.24,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Exports,43.3,Million Metric Tons
2000-05-12,"OilSeed, Soybeans",World,Ending Stocks,20.34,Million Metric Tons
2000-05-12,Wheat,United States,Beginning Stocks,25.54,Million Metric Tons
2000-05-12,Wheat,United States,Production,60.93,Million Metric Tons
2000-05-12,Wheat,United States,Imports,2.59,Million Metric Tons
2000-05-12,Wheat,United States,Feed,8.17,Million Metric Tons
2000-05-12,Wheat,United States,Total Use,35.65,Million Metric Tons
2000-05-12,Wheat,United States,Exports,30.62,Million Metric Tons
2000-05-12,Wheat,United States,Ending Stocks,22.78,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Beginning Stocks,26.59,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Production,168.65,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Imports,25.85,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Feed,57.3,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Total Use,110.65,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Exports,84.8,Million Metric Tons
2000-05-12,Wheat,Major Exporters,Ending Stocks,25.64,Million Metric Tons
2000-05-12,Wheat,World,Beginning Stocks,125.93,Million Metric Tons
2000-05-12,Wheat,World,Production,580.44,Million Metric Tons
2000-05-12,Wheat,World,Imports,128.17,Million Metric Tons
2000-05-12,Wheat,World,Feed,105.87,Million Metric Tons
2000-05-12,Wheat,World,Total Use,596.93,Million Metric Tons
2000-05-12,Wheat,World,Exports,128.95,Million Metric Tons
2000-05-12,Wheat,World,Ending Stocks,109.44,Million Metric Tons
2000-06-09,Corn,United States,Beginning Stocks,44.69,Million Metric Tons
2000-06-09,Corn,United States,Production,247.41,Million Metric Tons
2000-06-09,Corn,United States,Imports,0.25,Million Metric Tons
2000-06-09,Corn,United States,Feed,144.79,Million Metric Tons
2000-06-09,Corn,United States,Total Use,194.95,Million Metric Tons
2000-06-09,Corn,United States,Exports,50.17,Million Metric Tons
2000-06-09,Corn,United States,Ending Stocks,47.23,Million Metric Tons
2000-06-09,Corn,Major Exporters,Beginning Stocks,2.36,Million Metric Tons
2000-06-09,Corn,Major Exporters,Production,26.0,Million Metric Tons
2000-06-09,Corn,Major Exporters,Imports,0.05,Million Metric Tons
2000-06-09,Corn,Major Exporters,Feed,9.0,Million Metric Tons
2000-06-09,Corn,Major Exporters,Total Use,15.1,Million Metric Tons
2000-06-09,Corn,Major Exporters,Exports,10.5,Million Metric Tons
2000-06-09,Corn,Major Exporters,Ending Stocks,2.81,Million Metric Tons
2000-06-09,Corn,World,Beginning Stocks,112.31,Million Metric Tons
2000-06-09,Corn,World,Production,614.73,Million Metric Tons
2000-06-09,Corn,World,Imports,77.85,Million Metric Tons
2000-06-09,Corn,World,Feed,427.96,Million Metric Tons
2000-06-09,Corn,World,Total Use,611.25,Million Metric Tons
2000-06-09,Corn,World,Exports,79.69,Million Metric Tons
2000-06-09,Corn,World,Ending Stocks,115.79,Million Metric Tons
2000-06-09,"Meal, Soybeans",United States,Beginning Stocks,0.3,Million Metric Tons
2000-06-09,"Meal, Soybeans",United States,Production,33.79,Million Metric Tons
2000-06-09,"Meal, Soybeans",United States,Imports,0.05,Million Metric Tons
2000-06-09,"Meal, Soybeans",United States,Total Use,27.58,Million Metric Tons
2000-06-09,"Meal, Soybeans",United States,Exports,6.26,Million Metric Tons
2000-06-09,"Meal, Soybeans",United States,Ending Stocks,0.3,Million Metric Tons
2000-06-09,"Meal, Soybeans",Major Exporters,Beginning Stocks,1.41,Million Metric Tons
2000-06-09,"Meal, Soybeans",Major Exporters,Production,34.43,Million Metric Tons
2000-06-09,"Meal, Soybeans",Major Exporters,Imports,0.1,Million Metric Tons
2000-06-09,"Meal, Soybeans",Major Exporters,Total Use,8.58,Million Metric Tons
2000-06-09,"Meal, Soybeans",Major Exporters,Exports,26.05,Million Metric Tons
2000-06-09,"Meal, Soybeans",Major Exporters,Ending Stocks,1.31,Million Metric Tons
2000-06-09,"Meal, Soybeans",World,Beginning Stocks,4.44,Million Metric Tons
2000-06-09,"Meal, Soybeans",World,Production,107.63,Million Metric Tons
2000-06-09,"Meal, Soybeans",World,Imports,38.5,Million Metric Tons
2000-06-09,"Meal, Soybeans",World,Total Use,107.69,Million Metric Tons
2000-06-09,"Meal, Soybeans",World,Exports,38.65,Million Metric Tons
2000-06-09,"Meal, Soybeans",World,Ending Stocks,4.23,Million Metric Tons
2000-06-09,"Oil, Soybeans",United States,Beginning Stocks,0.69,Million Metric Tons
2000-06-09,"Oil, Soybeans",United States,Production,8.04,Million Metric Tons
2000-06-09,"Oil, Soybeans",United States,Imports,0.04,Million Metric Tons
2000-06-09,"Oil, Soybeans",United States,Total Use,7.33,Million Metric Tons
2000-06-09,"Oil, Soybeans",United States,Exports,0.64,Million Metric Tons
2000-06-09,"Oil, Soybeans",United States,Ending Stocks,0.81,Million Metric Tons
2000-06-09,"Oil, Soybeans",Major Exporters,Beginning Stocks,0.78,Million Metric Tons
2000-06-09,"Oil, Soybeans",Major Exporters,Production,10.01,Million Metric Tons
2000-06-09,"Oil, Soybeans",Major Exporters,Imports,0.77,Million Metric Tons
2000-06-09,"Oil, Soybeans",Major Exporters,Total Use,4.78,Million Metric Tons
2000-06-09,"Oil, Soybeans",Major Exporters,Exports,5.97,Million Metric Tons
2000-06-09,"Oil, Soybeans",Major Exporters,Ending Stocks,0.81,Million Metric Tons
2000-06-09,"Oil, Soybeans",World,Beginning Stocks,2.3,Million Metric Tons
2000-06-09,"Oil, Soybeans",World,Production,24.74,Million Metric Tons
2000-06-09,"Oil, Soybeans",World,Imports,7.42,Million Metric Tons
2000-06-09,"Oil, Soybeans",World,Total Use,24.78,Million Metric Tons
2000-06-09,"Oil, Soybeans",World,Exports,7.44,Million Metric Tons
2000-06-09,"Oil, Soybeans",World,Ending Stocks,2.24,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Beginning Stocks,9.48,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Production,71.93,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Imports,0.08,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Crush,42.73,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Total Use,47.34,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Exports,25.99,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",United States,Ending Stocks,8.17,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Beginning Stocks,6.12,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Production,21.0,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Imports,0.5,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Crush,17.0,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Total Use,17.77,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Exports,5.1,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Argentina,Ending Stocks,4.75,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Beginning Stocks,6.3,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Production,31.0,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Imports,0.7,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Crush,21.9,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Total Use,24.1,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Exports,9.2,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",Brazil,Ending Stocks,4.7,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Beginning Stocks,24.43,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Production,155.2,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Imports,44.59,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Crush,136.4,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Total Use,159.58,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Exports,44.65,Million Metric Tons
2000-06-09,"OilSeed, Soybeans",World,Ending Stocks,19.99,Million Metric Tons
2000-06-09,Wheat,United States,Beginning Stocks,24.97,Million Metric Tons
2000-06-09,Wheat,United States,Production,60.2,Million Metric Tons
2000-06-09,Wheat,United States,Imports,2.72,Million Metric Tons
2000-06-09,Wheat,United States,Feed,7.48,Million Metric Tons
2000-06-09,Wheat,United States,Total Use,35.25,Million Metric Tons
2000-06-09,Wheat,United States,Exports,30.62,Million Metric Tons
2000-06-09,Wheat,United States,Ending Stocks,22.03,Million Metric Tons
2000-06-09,Wheat,Major Exporters,Beginning Stocks,26.1,Million Metric Tons
2000-06-09,Wheat,Major Exporters,Production,168.45,Million Metric Tons
2000-06-09,Wheat,Major Exporters,Imports,25.8,Million Metric Tons
2000-06-09,Wheat,Major Exporters,Feed,57.28,Million Metric Tons
